user_number,problem_hash,prompt,genre,mood/emotion,instrumentation,timbre,function,music theory,story/narrative/lyrics,age,gender,years_music_making,years_formal_instruc,hours_per_week_music,ai_text_tools_usage,ai_music_tools_used,ai_music_tools_freq
16,8b332c1e-f10e-4afc-a,"팝과 일렉트로닉이 섞인 느낌. 아울 시티 같은 인상이며, 2000년대 초반의 활기찬 리듬",팝|일렉트로닉,활기찬,,,,리듬|2000년대 초반,아울 시티 같은 인상,25 - 34,남성,14,7,3,매일 또는 주에 여러번,네,한두 번 사용해 봤지만 정기적으로 사용하지 않음
16,f5e3d294-de4a-4be3-9,"웅장한 영화 음악 같은 느낌으로, 드넓은 느낌과 앞으로 전진하는 듯한 인상을 받음.",,웅장한|드넓은|앞으로 전진하는 듯한,,,영화 음악 같은,,,25 - 34,남성,14,7,3,매일 또는 주에 여러번,네,한두 번 사용해 봤지만 정기적으로 사용하지 않음
16,837f7d1b-23e2-4a0f-8,"성악이지만 이탈리아의 오페라와 같은 느낌은 아니고, 다소 현대적인 멜로디와 색채",성악,,,현대적인,,멜로디,이탈리아의 오페라와 같은 느낌은 아님|색채,25 - 34,남성,14,7,3,매일 또는 주에 여러번,네,한두 번 사용해 봤지만 정기적으로 사용하지 않음
16,6eec1cc9-81f9-40d3-9,"강렬한 메탈리카, 남성적이고 굵은 목소리 그리고, 파멸적인 목소리와 리듬 진행",메탈리카,파멸적인,목소리,강렬한|남성적이고 굵은,,리듬 진행,,25 - 34,남성,14,7,3,매일 또는 주에 여러번,네,한두 번 사용해 봤지만 정기적으로 사용하지 않음
16,34c793a1-0af4-469e-9,따뜻하고 즉흥적인 느낌. 그리고 로맨틱한 인상이 돋보이는 프랑스 샹송 같은 음악,프랑스 샹송,따뜻한|로맨틱한,,즉흥적인,,,,25 - 34,남성,14,7,3,매일 또는 주에 여러번,네,한두 번 사용해 봤지만 정기적으로 사용하지 않음
16,4cd02c55-36e8-46dd-9,"신나는, 전형적인 락. 그래도 얌전한, 페스티벌의 한 구석에서 진행할 것 같은 인상의 락.",락,신나는|얌전한,,,페스티벌의 한 구석에서 진행할 것 같은,전형적인,,25 - 34,남성,14,7,3,매일 또는 주에 여러번,네,한두 번 사용해 봤지만 정기적으로 사용하지 않음
16,04a39cf5-a7c3-4d9b-8,"전형적인 재즈 음악, 1970~80년대 느낌으로 올드한 느낌을 지울 수 없음.",재즈,,,올드한,,1970 80년대 느낌,,25 - 34,남성,14,7,3,매일 또는 주에 여러번,네,한두 번 사용해 봤지만 정기적으로 사용하지 않음
16,115645aa-6751-4e25-8,"1980년대 테크노 같은 느낌이 있음 미래지향적인 느낌, 비슷한 멜로디의 진행으로 이어짐",테크노,미래지향적인,,,,1980년대|비슷한 멜로디의 진행,,25 - 34,남성,14,7,3,매일 또는 주에 여러번,네,한두 번 사용해 봤지만 정기적으로 사용하지 않음
16,20752527-76a9-4e5a-b,"평화로운, 따뜻한 느낌. 맺음이 없는 시간의 순회가 있음. 중세의 낭만 같은 인상",,평화로운|따뜻한,,,,,맺음이 없는 시간의 순회|중세의 낭만 같은 인상,25 - 34,남성,14,7,3,매일 또는 주에 여러번,네,한두 번 사용해 봤지만 정기적으로 사용하지 않음
16,22c95ed0-8f48-4e40-a,"신나는 리듬으로 시작하여 축 처지는 느낌으로의 전환, 목소리는 질질끄는 느낌이 강함",,신나는|축 처지는,목소리,질질끄는,,리듬으로 시작하여 전환,,25 - 34,남성,14,7,3,매일 또는 주에 여러번,네,한두 번 사용해 봤지만 정기적으로 사용하지 않음
19,be7b3ab7-8a50-4437-8,지금까지 들었던 곡 중에 리버브효과가 가상 강하게 들어가있다 리버브 있는 효과는 마치 중력을 거슬러가는 소리를 상상하게 한다 신비한 세계에 들어가면 다음과 같은 노래가 나올 것 같다.,,신비한,,리버브 효과가 강한,,,중력을 거슬러가는 소리|신비한 세계에 들어간 장면,,,,,,,,
19,ae81034e-2b91-4d08-8,"웅장해지고 복수에 가득 찬 여인의 모습이 떠오른다 
성악 발성의 여성 목소리가 클래식록을 연상케한다 
이 음악을 듣는 날에는 지구의 종말이 다가온듯 
하늘이 노여워할 것 같은 음악. 분노와 억울함이란 감정이 노래를 한다면 다음과 같이 부를 것 같다",클래식록,웅장한|복수에 가득 찬|분노|억울함,성악 발성의 여성 목소리,,,,복수에 가득 찬 여인|지구의 종말|하늘의 노여움,,,,,,,,
19,94894312-0261-4956-8,"이별 후 그 이별의 감정을 음악으로 승화시키기 위해 부른 노래. 감정이 정돈되지 않은 채 날 것 그대로 표출되고 있는 상황 마치 수압이 강한 수도꼭지를 틀어놓은 것처럼 
감정 방울이 여기저기 튀고 있다. 내면 안의 목소리 중 가장 우렁차고 밀도가 높다",,이별의 감정|감정이 정돈되지 않은|날 것 그대로 표출되는,,날 것의|우렁찬|밀도가 높은,,,이별 후|이별의 감정을 음악으로 승화시키기 위해 부른 노래|감정 방울이 여기저기 튀고 있다|내면 안의 목소리,,,,,,,,
19,91f9b933-c02b-47df-9,"차가운 톤의 보컬 음색, 다소 철의 칙칙 거리는 느낌이 보컬의 음색에서 느껴진다 하지만 리버브 효과를 주어 목소리에 공간감이 생겼으며 중간 중간 박자를 채워주는 기타의 선율이 곡을 어쿠스틱하게 만든다",,,보컬|기타,차가운 톤|철의 칙칙 거리는 느낌|리버브 효과|공간감|어쿠스틱하게,,중간 중간 박자를 채워주는|기타의 선율,,,,,,,,,
19,2f52deb7-1947-4e11-9,"선명한 채도의 보컬이 인상적이며 기타 리프와 드럼이 
마치 페스티벌을 연상할 만큼 힘이 있다",,,보컬|기타 리프|드럼,선명한 채도의,페스티벌,힘이 있다,,,,,,,,,
19,346756fd-269e-4421-8,리버브와 왜곡 효과가 심하며 보컬의 사운드가 도드라지지 않고 악기 사운드가 함께 간다 이곡을 뮤비로 촬영한다면 마치 인간을 변장한 외계 생명체들을 시각적으로 연출할 것같다,,,보컬,리버브|왜곡|보컬의 사운드가 도드라지지 않고 악기 사운드가 함께 간다,뮤비,,인간을 변장한 외계 생명체들,,,,,,,,
19,0cd8226a-a270-4165-a,1960-1970년대 보컬이 도드라지는 락장르로 개인적인 서사와 감정을 기타와 드럼의 사운드와 함께 같은 에너지크기로 구축해나간다,락,개인적인 감정,보컬|기타|드럼,,,1960 1970년대|도드라지는|같은 에너지크기로 구축해나간다,개인적인 서사,,,,,,,,
19,21ee8bb8-76c4-41d2-b,"디스코풍의 노래로, 세기말 감성이 느껴지는 노래 7080세대에 많이 들었을 것 같은 노래이다 초반 인트로에서는 앰비언트로 시작하지만 비트감이 생기면서 디스코풍으로 변화한다",디스코풍,세기말 감성,,앰비언트,,초반 인트로|비트감이 생기면서 변화한다,7080세대에 많이 들었을 것 같은 노래,,,,,,,,
20,ee0aa1b5-2bb6-4770-a,시련을 이겨내는 강렬한 기타 사운드와 폭발적인 에너지가 돋보이는 하드 록 음악,하드 록,폭발적인 에너지,기타,강렬한,,,시련을 이겨내는,25 - 34,남성,5,3,0,매일 또는 주에 여러번,아니오,
20,e0d3ac24-3ea6-4a85-a,"밤길을 달리는 자유로움을 노래하는, 향수를 자극하는 부드러운 감성의 클래식 록 팝송",클래식 록|팝송,향수를 자극하는|부드러운 감성의,,,,,밤길을 달리는 자유로움,25 - 34,남성,5,3,0,매일 또는 주에 여러번,아니오,
20,8235499a-b4cf-4189-9,묵직한 전자음 비트 위로 강렬한 독일어 랩이 쏟아지는 일렉트로닉 힙합,일렉트로닉 힙합,강렬한,랩,묵직한|전자음,,비트,독일어,25 - 34,남성,5,3,0,매일 또는 주에 여러번,아니오,
20,82297794-bd7d-4718-9,"웅장한 현악기 소리와 신비로운 느낌의, 한 편의 영화 같은 오케스트라 협주곡",오케스트라 협주곡,신비로운,현악기,웅장한,영화 같은,,,25 - 34,남성,5,3,0,매일 또는 주에 여러번,아니오,
20,77c467d4-d021-4b6e-b,햇살 아래 들판에서 일한 뒤 마당에 앉아 휴식을 취하는 시골 풍경을 떠올림. 잔잔한 컨트리 음악,컨트리,잔잔한,,,,,햇살 아래 들판에서 일한 뒤 마당에 앉아 휴식을 취하는 시골 풍경,25 - 34,남성,5,3,0,매일 또는 주에 여러번,아니오,
20,56ea63b7-77b6-401b-a,묵직한 베이스 비트에 유명 축구 선수의 활약상을 마치 드리블처럼 리듬감 있게 표현한 강렬한 힙합 곡,힙합,강렬한,베이스,묵직한,,비트|리듬감 있게,유명 축구 선수의 활약상|드리블처럼 표현한,25 - 34,남성,5,3,0,매일 또는 주에 여러번,아니오,
20,583280dc-ce99-4a35-a,밝고 화려한 사운드 위로 희망찬 메시지를 노래하는 맑고 경쾌한 팝 곡,팝,밝고|희망찬|경쾌한,,화려한|맑고,,,희망찬 메시지,25 - 34,남성,5,3,0,매일 또는 주에 여러번,아니오,
20,5d465d7f-d93d-47f3-9,튀는 듯한 빠른 템포와 경쾌한 멜로디의 화사한 분위기의 피아노 독주곡,,화사한,피아노 독주곡,튀는 듯한,,빠른 템포|경쾌한 멜로디,,25 - 34,남성,5,3,0,매일 또는 주에 여러번,아니오,
20,6184d460-21d8-4a0c-b,"""summer breeze""과 ""fresh""을 반복하며, 바닷가를 달릴 때 느껴지는 해방감을 표현하는 팝 록",팝 록,해방감,,fresh,,반복하며,summer breeze|바닷가를 달릴 때,25 - 34,남성,5,3,0,매일 또는 주에 여러번,아니오,
20,189707c6-89e6-4846-9,"무더운 한여름, 나무 그늘 아래 평상에서 얼음 띄운 미숫가루를 단숨에 들이켠 듯 속이 뚫리는 청량한 록 팝송",록 팝,청량한,,,,,무더운 한여름|나무 그늘 아래 평상|얼음 띄운 미숫가루를 단숨에 들이켠 듯|속이 뚫리는,25 - 34,남성,5,3,0,매일 또는 주에 여러번,아니오,
22,bed541d5-46b8-4faa-b,"창밖에는 눈이 내리고, 드디어 기다리고 기다리던 크리스마스와 연말이 찾아오고 있다. 남자 재즈 보컬리스트의 감미로운 목소리가 추운 겨울을 따스하게 감싸는 느낌이 든다. 연말에는 한 해를 되돌아 보며 행복했던 순간들을 회상한다.이 노래와 함께라면, 회상하는 순간이 후회로 남지 않고  따뜻하게 품어질 것 같다. 노래의 흐름에 몸을 맡기고 살짝 움직이면서 감상하고 싶은 노래이다.",jazz,christmas|year end|warm|happy|nostalgic,male vocal,sweet,listening,flowing,snow falling outside the window|winter|reflecting on the past year|recalling happy moments|memories without regret,,,,,,,,
22,bc7c0d0b-71ae-4afe-8,10대 하이틴 소녀들이 떠오르는 통통 튀는 느낌의 곡이다. 마치 아이브나 아일릿 같이 초등학생들이 좋아하는 여자 아이돌의 모습이 떠오르면서 밝고 청량한 느낌이다.,여자 아이돌,통통 튀는|밝고 청량한,,,,,10대 하이틴 소녀들|초등학생들이 좋아하는 모습|아이브|아일릿,,,,,,,,
22,813d9197-3774-4fbd-9,자유로운 분위기의 오락실에서 나올 것 같은 노래이다. 또는 10대 청년들이 거리에 삼삼오오 모여서 키보드를 타는 장면도 떠오른다. 어떤 선율과 리듬에 고정되지 않고 자유롭게 리듬을 타면서 듣게 되는 노래이다.,,자유로운,,,오락실,어떤 선율과 리듬에 고정되지 않고 자유롭게 리듬을 타는,10대 청년들이 거리에 삼삼오오 모여서 키보드를 타는 장면,,,,,,,,
22,8138a78a-f4ba-4f69-b,정겹고 따뜻하면서도 음색의 끝에는 애절한 느낌이 서려있다. 계절로 따지면 한겨울이 생각난다. 몽글몽글하면서도 한편으로는 추운 느낌의 분위기의 곡이다.,,정겹고 따뜻한|애절한|추운 느낌,,몽글몽글한,,,한겨울,,,,,,,,
22,54f0f9eb-f14f-4d8d-b,"새벽에 운영하는 잔잔한 재즈바가 상상된다. 지친 일상을 마무리하기 위해 들린 단골 술집 , 화요일 밤이라 그런지 사람들이 별로 없다. 잠시 사색에 빠졌다가 살짝 도는 술 기운에 살짝 느린 잠에 들었다가를 반복한다. 비로소 나의 취향으로 하나둘 채워가며 나다움을 찾은 30대 여성의 모습이 떠오른다. 은은한 안개가 퍼지고 그 사이로 부드러운 보컬이 자연스럽게 스며드는 노래",재즈,잔잔한|지친|사색적인,부드러운 보컬,은은한|안개가 퍼지는 듯한,재즈바,살짝 느린,새벽에 운영하는 단골 술집|화요일 밤 사람이 별로 없는 장면|술 기운에 잠에 들었다가를 반복함|30대 여성|취향으로 자신을 채워가며 나다움을 찾는 모습,,,,,,,,
23,fb21d861-9397-4126-8,"콘서트에서 메탈/록 밴드 공연이 시작하기 전 관중의 환성소리, 건반의 반복적, 신비로운 리드에 이어 밴드 전체의 중간 중간 포인트가 웅장함, 기대감을 자아내는 노래",메탈|록,신비로운|웅장함|기대감,건반|밴드,,콘서트,반복적|리드|중간 중간 포인트,메탈 록 밴드 공연이 시작하기 전 관중의 환성소리,,,,,,,,
23,246bf3fe-a489-4545-a,레트로 스타일로 진행되다가 중간부터 앰비언트/신디사이저가 튀어나오면서 몽환적인 느낌으로 변하는 여자 K-pop 그룹의 노래 스타일,k-pop,몽환적인,신디사이저|여자 그룹,레트로,,중간부터 변하는,,,,,,,,,
23,fa94bad4-6431-40a7-9,"아프로 비트 베이스에 라틴 여자 보컬이 얹어져 몸을 흔들지 않으면 안될 것 같은 흥을 주는, 페스티벌에서 들을 법한 노래",아프로 비트,흥을 주는,베이스|여자 보컬,,페스티벌,,몸을 흔들지 않으면 안될 것 같은,,,,,,,,
23,d2cf4cdf-f303-4ef9-9,"아이리시 펍이 배경인 듯한 빠르게 달리는 하드 록에 단단하고 소리지르는 듯한 보컬이 얹어져있고, 중간에 살짝 느려지는 템포가 신선한 전환을 줌",하드 록,,보컬,단단한|소리지르는 듯한,아이리시 펍이 배경인 듯한,빠르게 달리는|중간에 살짝 느려지는 템포|신선한 전환,,,,,,,,,
23,b1c7f9c0-da77-440b-8,미국 내 끝없는 들판 사이 고속도로를 창문을 내리고 달리면서 듣는 어쿠스틱 기타 리드로 시작되는 슴슴하게 신나는 인디 밴드 감성 노래,인디,슴슴하게 신나는,어쿠스틱 기타,,드라이브,기타 리드로 시작되는,미국 내 끝없는 들판 사이 고속도로를 창문을 내리고 달리면서 듣는|밴드 감성,,,,,,,,
23,65239b62-1cec-4b3a-9,"높은 톤의 보컬과 신디사이저가 감싸는 퓨처 베이스 기반의 미국 힙합 노래, 몽환적이고 하우스 파티에 와서 dizzy한 느낌을 주고 있음",퓨처 베이스|미국 힙합,몽환적|dizzy한 느낌,높은 톤의 보컬|신디사이저,,하우스 파티,,,,,,,,,,
25,ea2b91c4-07d0-45b2-b,"90년대 느낌이 물씬 나는 정통 락, 근데 이제 맛깔난 독일어 보컬라인을 곁들인",정통 락,90년대 느낌,독일어 보컬라인,,,,,25 - 34,남성,10,3,3,매일 또는 주에 여러번,아니오,
25,d2bec18a-bac3-48cb-b,빠른 템포의 신디사이저 반주와 마이클 잭슨을 연상시키는 보컬이 어울러져 캐치한 노래,,,신디사이저 반주|보컬,마이클 잭슨을 연상시키는,,빠른 템포의|캐치한,,25 - 34,남성,10,3,3,매일 또는 주에 여러번,아니오,
25,b63b2d28-ca13-4ae8-b,몽환적인 신디사이저 사운드로 마치 꿈속을 유영하는 듯한 포근하고 따듯한 느낌을 주는 노래,,포근한|따듯한,신디사이저,몽환적인,,,꿈속을 유영하는 듯한,25 - 34,남성,10,3,3,매일 또는 주에 여러번,아니오,
25,ae86cd19-fca5-4ad7-b,"경쾌한 브래스 라인이 밴드사운드에 잘 어울러져있고, 차우차우라는 착착 감기는 단어를 활용한 중독성 있는 훅을 가진 노래",,경쾌한,브래스,,,밴드사운드|중독성 있는 훅,차우차우|착착 감기는 단어,25 - 34,남성,10,3,3,매일 또는 주에 여러번,아니오,
25,97674f07-7bc3-404e-9,리그오브레전드 시네마틱 주제곡으로 사용될 것 같은 강렬한 보컬과 락 사운드가 인상적인 노래,락,강렬한,보컬,,시네마틱 주제곡,,리그오브레전드,25 - 34,남성,10,3,3,매일 또는 주에 여러번,아니오,
25,9481c38d-df7b-42cc-b,오케스트라의 불협화음과 웅장한 멜로디 라인을 한껏 활용해 마치 긴장감 넘치는 영화의 한 장면이 떠오르는 노래,,긴장감 넘치는,오케스트라,,영화의 한 장면이 떠오르는,불협화음|웅장한 멜로디 라인,,25 - 34,남성,10,3,3,매일 또는 주에 여러번,아니오,
25,7e425ed4-399b-4c72-a,멋있고 기타리프와 밴드사운드로 시작하지만 곧 차분한 피아노 반주와 서정적인 보컬이 들어오며 분위기가 전환되는 것이 마치 보헤미안 랩소디가 연상되는 노래,,멋있고|차분한|서정적인,기타리프|밴드사운드|피아노|보컬,,,분위기가 전환되는,보헤미안 랩소디가 연상되는,25 - 34,남성,10,3,3,매일 또는 주에 여러번,아니오,
25,61375a85-29d0-4b45-9,"마이너 도미넌트한 코드 진행에 락스러운 보컬이 더해졌고, 착 감기는 신디사이저 모티브가 인상적인 노래",락,,보컬|신디사이저,착 감기는,,마이너 도미넌트한 코드 진행|모티브,,25 - 34,남성,10,3,3,매일 또는 주에 여러번,아니오,
25,2c080e35-5332-4784-a,"서정적인 피아노 반주에 감미로운 여성 보컬과 콰이어를 사용한, 디즈니 영화 주제곡이 연상되는 노래",,서정적인,피아노|여성 보컬|콰이어,감미로운,디즈니 영화 주제곡,반주,,25 - 34,남성,10,3,3,매일 또는 주에 여러번,아니오,
25,3a5cb7e8-d45f-481e-b,"빠른 4분의 4박자 드럼에 여유로운 피아노 반주, 귀여운 프랑스 여성 보컬이 곁들어진 신나는 노래",,여유로운|신나는,드럼|피아노|프랑스 여성 보컬,귀여운,,빠른|4분의 4박자|반주,,25 - 34,남성,10,3,3,매일 또는 주에 여러번,아니오,
26,ec9f0bca-7956-4fa4-8,2010년대 J pop 느낌나는 애니 노래 / 따라 부르기 쉽고 흥겨운 노래,j pop|애니 노래,흥겨운,,,,2010년대|따라 부르기 쉽고,,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
26,d2a0689f-4bd9-496a-b,신나는 EDM / Rave 같은 곳에서 나올 법 한 노래,edm|rave,신나는,,,같은 곳에서 나올 법 한 노래,,,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
26,b81b00c3-f3c4-4ba7-8,통기타를 쓸 거 같은 컨트리 노래 / 듣기 편하고 은은하게 신나는 노래,컨트리,듣기 편한|은은하게 신나는,통기타,,,,,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
26,b7aa837e-a53b-4f8a-9,같은 단어를 반복해서 캐치하고 따라부르기 좋고 고개가 저절로 흔들어지는 노래,,,,,,같은 단어를 반복해서|캐치하고 따라부르기 좋고|고개가 저절로 흔들어지는,,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
26,9a4d75e7-de00-4931-9,음식으로 듣기 쉽고 재밌게 가사를 쓴 힙합 랩 / 익숙한 힙합 랩,힙합 랩,재밌게,,익숙한,듣기 쉽고,,음식|가사를 쓴,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
26,959ae3b5-07a9-464c-8,우울한 새벽에 중2병 걸려서 센치하고 진중하고 싶어서 음악을 듣는 나,,우울한|센치한|진중한,,,음악을 듣는,,새벽|중2병 걸린 나,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
26,81a13b0e-aa23-4618-9,익숙하고 유명할 것 같은 신나는 팝송 / 아리아나 그란데가 부를 것 같은 노래,팝송,신나는,,,,,익숙하고 유명할 것 같은|아리아나 그란데가 부를 것 같은 노래,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
26,77056edb-735f-4b6c-a,미국 영화에서 처음에 주인공과 가족이 등장하면서 나올 것 같은 노래,,,,,영화적,,미국 영화|처음|주인공과 가족이 등장하는 장면,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
26,291b2f9c-c41b-4ab8-9,광고회사에서 낼 것 같은 노래 / 호불호 갈리 것 같은 노래,,호불호 갈릴 것 같은,,,광고회사에서 낼 것 같은 노래,,,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
26,32eeb9c6-e9d0-4ff1-8,중세시대 배경 판타지 만화에서 축제 시작할 때 나올 법 한 노래,,,,,판타지 만화,,중세시대 배경|축제 시작,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
28,e0cf5438-5034-4112-8,"2000년대 초반 저스틴비버 크리스브라운 등이 부를 것만 같은 rnb, 듣는 것만으로 끈적한 뮤직비디오가 상상됨",rnb,끈적한,,,뮤직비디오,,2000년대 초반 저스틴비버 크리스브라운 등이 부를 것만 같은,25 - 34,남성,14,0,1,매일 또는 주에 여러번,네,월 1회 이하
28,bec6e67b-3c7f-4554-9,코미디 영화에서 주인공이 대담한 계획을 세우기 위해 분주히 움직일 때 나오는 bgm,,,,,bgm|코미디 영화,,주인공|대담한 계획|분주히 움직이는 장면,25 - 34,남성,14,0,1,매일 또는 주에 여러번,네,월 1회 이하
28,9a30a0c9-b192-4113-b,서부영화 (spaghetti western)에서 주인공인 총잡이가 등장했을 때 안 나오면 허전할 것 같은 노래,spaghetti western,,,,서부영화,,주인공인 총잡이가 등장했을 때 안 나오면 허전할 것 같은 노래,25 - 34,남성,14,0,1,매일 또는 주에 여러번,네,월 1회 이하
28,876c1749-d348-48e6-a,"2000년대 초반 뉴에이지와 팝메탈을 적절히 섞어놓아 트렌디하게 재해석한 곡, 뉴트로 느낌",뉴에이지|팝메탈,,,,,,2000년대 초반|트렌디하게 재해석한 곡|뉴트로 느낌,25 - 34,남성,14,0,1,매일 또는 주에 여러번,네,월 1회 이하
28,7606dd90-1f55-4f82-8,"영국 덥스텝 및 베이스 클럽에서 나올 것 같은 노래, 아카펠라도 다른 노래에 덧대어질 가능성 농후",덥스텝|베이스,,아카펠라,,클럽|다른 노래에 덧대어질 가능성,,,25 - 34,남성,14,0,1,매일 또는 주에 여러번,네,월 1회 이하
28,5583d3b7-8692-4c18-8,디즈니 음악영화나 뮤지컬에서 메인 캐릭터가 자신의 꿈을 향해 힘찬 첫 걸음을 내딛는 것이 그려지는 음악,디즈니 음악영화|뮤지컬,힘찬,,,,,메인 캐릭터|자신의 꿈|첫 걸음을 내딛는,25 - 34,남성,14,0,1,매일 또는 주에 여러번,네,월 1회 이하
28,56487772-7530-4ead-a,"고전 리듬앤블루스 (rnb) 장르, Aretha Franklin 느낌, 전자음악 혹은 힙합에 샘플링하고 싶은 노래",고전 리듬앤블루스|rnb,,,,전자음악에 샘플링하고 싶은|힙합에 샘플링하고 싶은,,aretha franklin 느낌,25 - 34,남성,14,0,1,매일 또는 주에 여러번,네,월 1회 이하
28,754c7a3c-64af-4a19-8,동대문평화시장에 있는 중고 악기 판매점을 방문하여 문 앞에 있는 40년 넘은 신디사이저의 프리셋을 누르다,,,신디사이저,,,,동대문평화시장|중고 악기 판매점|문 앞|40년 넘은|프리셋을 누르다,25 - 34,남성,14,0,1,매일 또는 주에 여러번,네,월 1회 이하
28,0e4f6e42-e8a1-4618-9,올드 디즈니 혹은 50년대 영화의 bgm으로 어울릴 것 같다. 중후하고 농익은 작곡가 (존 윌리엄스) 느낌도 남,,,,중후한|농익은,bgm|영화,,올드 디즈니|50년대,25 - 34,남성,14,0,1,매일 또는 주에 여러번,네,월 1회 이하
28,1c339881-c51b-4318-a,일본 10인 이상의 큰 규모의 걸그룹이 부르고 일본 국내 시장에서 성공할 것 같은 노래,,,,,일본 국내 시장에서 성공할 것 같은,,일본 10인 이상의 큰 규모의 걸그룹이 부르고,25 - 34,남성,14,0,1,매일 또는 주에 여러번,네,월 1회 이하
29,e0aea9d2-f3fe-4e97-a,EDM을 배경으로 빠른 랩이 노래를 이끌어가고 주로 클럽에서 들을 수있는 사운드임,edm,,랩,,배경|클럽,빠른,,25 - 34,남성,5,4,1,매일 또는 주에 여러번,아니오,
29,9a496feb-6a67-4f22-a,강한 드럼비트위에 일렉기타의 파워코드 구성이 주를 이루고 파워풀한 남성보컬이 음악을 더 강렬하게함,,,드럼비트|일렉기타|남성보컬,파워풀한|강렬하게,,강한|파워코드 구성,,25 - 34,남성,5,4,1,매일 또는 주에 여러번,아니오,
29,523ab434-2e54-4441-9,몽환적인 분위기를 만들기 위해 아르페지오식 피아노 코드위에 드럼비트와 약간의 EDM을 넣음. 남성보컬이 분위기를 다소 부드럽게 만듬,edm,몽환적인,피아노 코드|드럼비트|남성보컬,부드럽게,,아르페지오식,,25 - 34,남성,5,4,1,매일 또는 주에 여러번,아니오,
29,72dda986-55c6-450e-8,어쿠스틱 기타 멜로디와 스트록이 합쳐진 음악으로 부드럽고 서정적인 느낌으 음악,,서정적인,어쿠스틱 기타,부드러운,,멜로디|스트록,,25 - 34,남성,5,4,1,매일 또는 주에 여러번,아니오,
29,7536c885-e926-4f7e-b,규칙적인 코드에 신디사이저 사운드가 주를 이루고 경쾌한 여성 보컬이 밝은 분위기를 만듬,,경쾌한|밝은,신디사이저|여성 보컬,,,규칙적인 코드,,25 - 34,남성,5,4,1,매일 또는 주에 여러번,아니오,
29,4ae99a8d-f134-4966-a,짧은 스트록으로 음악이 시작하고 강한 남성 보컬과 경쾌한 드럼비트가 전반적으로 밝고 경쾌한 느낌을 줌,,밝고 경쾌한,남성 보컬|드럼비트,강한,,짧은 스트록으로 시작,,25 - 34,남성,5,4,1,매일 또는 주에 여러번,아니오,
29,168acd2c-563d-4357-b,셔플비트위에 신디사이저와 섹소폰으로 음악의 분위기를 조성. 분위기는 다소 황량한 느낌,,황량한,신디사이저|섹소폰,,,셔플비트,,25 - 34,남성,5,4,1,매일 또는 주에 여러번,아니오,
29,1fc27a56-36f6-4a2b-9,8090세대의 팝비트로 규칙적인 EDM사운드가 주 코드를 이루고 곡의 분위기가 전반적으로 경쾌한 느낌을 줌,팝|edm,경쾌한,,,,8090세대의 팝비트|규칙적인,,25 - 34,남성,5,4,1,매일 또는 주에 여러번,아니오,
29,1fcc61c5-7033-469e-9,EDM 사운드가 주를 이루고 노래가 빠르고 힙한 느낌이 매우 강함,edm,힙한,,,,빠른,,25 - 34,남성,5,4,1,매일 또는 주에 여러번,아니오,
29,1fce4fac-fe02-42f3-9,재즈바에서 흔히 들을 수 있는 비트로 섹소폰이 주 멜로디 라인을 구성함. 큰 특징은 없음,재즈,,섹소폰,,재즈바,비트|주 멜로디 라인,,25 - 34,남성,5,4,1,매일 또는 주에 여러번,아니오,
30,8b21762a-c0c3-449e-8,오래된 흑백 텔레비전에서 나올 것 같은 느낌. 학교 다녀오면 엄마가 부엌에서 요리하면서 이 노래를 티비로 듣고 있을 것 같다.,,nostalgic|warm,,old|black and white television,television,,after school|mother cooking in the kitchen,25 - 34,남성,13,13,14,매일 또는 주에 여러번,네,주 1회 또는 월 몇 회
30,ee070cac-0af1-4d86-9,미국의 컨트리느낌이 묻어난다. 넓은 옥수수 밭을 무대로 공연하고 그걸 드론으로 멀리서부터 촬영하는 느낌,컨트리,,,,,,미국|넓은 옥수수 밭|공연|드론으로 멀리서부터 촬영,25 - 34,남성,13,13,14,매일 또는 주에 여러번,네,주 1회 또는 월 몇 회
30,e374a9d0-706d-4bf3-a,락페스티벌에서 다같이 헤드뱅잉하면서 뛰노는 헤비메탈음악. 화장 진하게 하고 무섭게 생긴 형들이지만 사실은 착한 사람들이 할 것 같음.,헤비메탈,무섭게,,,락페스티벌에서 다같이 헤드뱅잉하면서 뛰노는,,화장 진하게 하고 사실은 착한 사람들이 할 것 같음,25 - 34,남성,13,13,14,매일 또는 주에 여러번,네,주 1회 또는 월 몇 회
30,cdb23f80-6a13-4777-8,트랜스포머 영화 같은 사이버 펑크물 영화의 한 장면 같음. 진지하고 멋있지만 무겁지는 않은 느낌.,사이버 펑크,진지한|멋있는|무겁지 않은,,,영화적,,트랜스포머 영화 같은 한 장면,25 - 34,남성,13,13,14,매일 또는 주에 여러번,네,주 1회 또는 월 몇 회
