song_id,respondent,prompt,description,similarity
7e425ed4-399b-4c72-a,45,"rock, a teen age love affair in the style of Jim Steinman with heavy piano chords","Guitar intro, which switches over into piano leading, sounds a like the intro to bohemian rhapsody.",0.4869
7a83cea8-c6f4-4944-8,1,"pop, female vocalist, sarcastic, breakup, high school girl calls her ex-boyfriend melodramatic",Solo pop song with a female artist. Sound very AI and unoriginal. Seems along the strain of todays K-Pop except it isn't K-Pop,0.3908
7a83cea8-c6f4-4944-8,11,"pop, female vocalist, sarcastic, breakup, high school girl calls her ex-boyfriend melodramatic",Upbeat music that is probably Pop with a fast beat and female singing,0.4024
7a83cea8-c6f4-4944-8,20,"pop, female vocalist, sarcastic, breakup, high school girl calls her ex-boyfriend melodramatic","VERY upbeat female voice, sounds almost 1990s vibe, electric piano is very prominent ",0.3267
7a83cea8-c6f4-4944-8,28,"pop, female vocalist, sarcastic, breakup, high school girl calls her ex-boyfriend melodramatic","90s disco pop style upbeat song, female signing in english.",0.2461
7a83cea8-c6f4-4944-8,39,"pop, female vocalist, sarcastic, breakup, high school girl calls her ex-boyfriend melodramatic",gives me the vibe of a 2010s pop music that could be released by some mainstream singer like taylor swift,0.4597
7a83cea8-c6f4-4944-8,45,"pop, female vocalist, sarcastic, breakup, high school girl calls her ex-boyfriend melodramatic","Girl singing, very early 2000s radio music. Girl getting over her relationship and doing better. ",0.5739
7a6c8429-fbc7-4e0e-b,11,"a song about mixing potions in oldschool runescape, rap rock,",This is a fast and upbeat snippet with agressive singing and lyrics,0.426
7a6c8429-fbc7-4e0e-b,14,"a song about mixing potions in oldschool runescape, rap rock,","e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",0.1987
7a6c8429-fbc7-4e0e-b,24,"a song about mixing potions in oldschool runescape, rap rock,","Grunge anti-establishment rock, with an alternative feel, and raspy vocals, like someone with piercings is singing. ",0.364
7a6c8429-fbc7-4e0e-b,41,"a song about mixing potions in oldschool runescape, rap rock,",Explicit loud grunge rap with electric guitar then transitions to metal ,0.4039
7a6c8429-fbc7-4e0e-b,46,"a song about mixing potions in oldschool runescape, rap rock,","rocks vibes, electric guitar, male rapper, upbeat, aggressive heavy metal. ",0.3878
788859af-9004-4587-b,7,"Electro pop, male voice, melodic, soul, hip hop rnb and dance hall,","Upbeat slow, older style sound with piano violin and a driving bassline.",0.4043
788859af-9004-4587-b,19,"Electro pop, male voice, melodic, soul, hip hop rnb and dance hall,","I like how upbeat this is and strong and not too fast, but a good pace where its not too slow either",0.3332
788859af-9004-4587-b,29,"Electro pop, male voice, melodic, soul, hip hop rnb and dance hall,",Sounds like a jazz band and a man singing in a different language with women backup singers. ,0.2373
788859af-9004-4587-b,40,"Electro pop, male voice, melodic, soul, hip hop rnb and dance hall,",The song is sung by an old man on a sunny day. The vibes are good and the man is singing to others.,0.1247
77c467d4-d021-4b6e-b,9,country song about drinking beer and riding tractor while wearing overalls,Country song sung by man. Makes you feel sad and nostalgic,0.5967
77c467d4-d021-4b6e-b,18,country song about drinking beer and riding tractor while wearing overalls,"Country music with male singing voice. Includes significant, strong guitar strumming sounds. Maybe some banjo as well?",0.5684
77c467d4-d021-4b6e-b,30,country song about drinking beer and riding tractor while wearing overalls,"Distorted power chords mark each change, the tempo is brisker than the previous examples, a tom fill connects sections, a scream style vocal is buried under effects, and the outro is a long decaying feedback tail.",0.1461
77c467d4-d021-4b6e-b,33,country song about drinking beer and riding tractor while wearing overalls,Country song with the use of a man singing about the country side with just a guitar.,0.6625
77c467d4-d021-4b6e-b,49,country song about drinking beer and riding tractor while wearing overalls,"country music by a male singer. chill vibes - suitable for people that are doing ""southern"" chores or simply country music enthusiasts",0.5359
77056edb-735f-4b6c-a,8,"A day in the life of a professional imaginary friend, indie pop, twee pop","This sounds like the start of a classic rock and roll song, there is a guitar and drum in the background, and it is building up to the song.",0.2315
77056edb-735f-4b6c-a,18,"A day in the life of a professional imaginary friend, indie pop, twee pop","Clear, happy male le singing voice. Upbeat guitar and some drums in the background. Feel-good vibes.",0.45
77056edb-735f-4b6c-a,29,"A day in the life of a professional imaginary friend, indie pop, twee pop",A rock band singing in a different language. Seems to be a man as the lead singer.,0.2633
77056edb-735f-4b6c-a,40,"A day in the life of a professional imaginary friend, indie pop, twee pop",This sounds like a song that a guy is just kind of rambling with a beat in the backgorund,0.2538
77056edb-735f-4b6c-a,47,"A day in the life of a professional imaginary friend, indie pop, twee pop","Mellow ambient wash with airy guitar drifting in slowly, meditation app relaxation pacing basically.",0.3641
7606dd90-1f55-4f82-8,4,starts as old school hiphop but morphs into uk drill,This music can also be described as heavy and sort of fast.,0.4716
7606dd90-1f55-4f82-8,17,starts as old school hiphop but morphs into uk drill,"A rap style inspired by the 2000s, featuring rhythmic beats, catchy hooks, and confident lyric delivery, often blending melodic elements with classic hip-hop production.",0.4266
7606dd90-1f55-4f82-8,25,starts as old school hiphop but morphs into uk drill,nice rap music I would listen to while focused on a task ,0.3688
7606dd90-1f55-4f82-8,34,starts as old school hiphop but morphs into uk drill,A beat heavy drill rap/ hip-hop sound inspired by UK drill music. ,0.7527
7606dd90-1f55-4f82-8,43,starts as old school hiphop but morphs into uk drill,Quick quick rap with lyrics having no real meaning gives me british drill vibes,0.7458
7555871e-1973-49c5-b,19,"psychedelic indie pop, sunset chill vibes, counter culture inspired by tame impala and tyler, the creator","I like the tune and the flow of this beat, and how its not just one continuous plain noise.",0.3107
7555871e-1973-49c5-b,29,"psychedelic indie pop, sunset chill vibes, counter culture inspired by tame impala and tyler, the creator",Sounds like slower rock from the 80s. Seems like trippy music.,0.6384
7555871e-1973-49c5-b,37,"psychedelic indie pop, sunset chill vibes, counter culture inspired by tame impala and tyler, the creator","Outer banks when JJ died. A moment of reflection, love, and sadness or remorse but still gratitude.",0.0963
7555871e-1973-49c5-b,46,"psychedelic indie pop, sunset chill vibes, counter culture inspired by tame impala and tyler, the creator","strong beat, piano?, male singer with a litte vibrato, drums and snares. ",0.383
75bc4c3d-4d24-4d21-a,6,"Deep Electro House, amazing vocals, amazing voice, Uplifting, Futuristic, electropop, Complextro, 2024","This is like an E&M song, like a music festival one. It appears to be some sort of remix. You can hear the keyboard in the background and the electric guitar. There is a man singing. ",0.2611
75bc4c3d-4d24-4d21-a,18,"Deep Electro House, amazing vocals, amazing voice, Uplifting, Futuristic, electropop, Complextro, 2024",Electronic/EDM music. Male voice occasionally saying AJI? Feels like the music could lead up to a beat drop.,0.4033
75bc4c3d-4d24-4d21-a,24,"Deep Electro House, amazing vocals, amazing voice, Uplifting, Futuristic, electropop, Complextro, 2024","Heavy electronic music, progressing to a drop, distorted vocals, gives the vibe of flashing lights. ",0.4231
75bc4c3d-4d24-4d21-a,32,"Deep Electro House, amazing vocals, amazing voice, Uplifting, Futuristic, electropop, Complextro, 2024",high tech upbeat music with twinkly effects and vibey sounds,0.5345
75bc4c3d-4d24-4d21-a,49,"Deep Electro House, amazing vocals, amazing voice, Uplifting, Futuristic, electropop, Complextro, 2024",tech/progressive house audio with male vocals. could be used to a party for people to dance to ,0.3831
4fdeb871-5590-435c-8,4,Minimalist analog electronic music with odd time signatures and abstract melodies,This music can be described as something that is dramatic.,0.4108
4fdeb871-5590-435c-8,15,Minimalist analog electronic music with odd time signatures and abstract melodies,"Starts with a bell-like, creepy vibe that continues, potentially faint piano in the background.",0.4646
4fdeb871-5590-435c-8,24,Minimalist analog electronic music with odd time signatures and abstract melodies,"Mystical and scary noises, with dissonant notes, fitting of a scene in a scary movie to build suspense or a dark alleyway.",0.443
4fdeb871-5590-435c-8,38,Minimalist analog electronic music with odd time signatures and abstract melodies,Eerie song with chimes and vibrations in the back. Feels like finding something mystical or walking through a desolate hallway. ,0.4493
4fdeb871-5590-435c-8,44,Minimalist analog electronic music with odd time signatures and abstract melodies,"This uses a distortion of bells and chimes to create an eery listening experience. This type of music is something that horror movies would use to create suspense in a scene, such as the movie “The Conjuring.” ",0.4366
517bf045-71e3-4661-b,10,horrorcore rap with emo guitar and phaseshifting electronic bass. the squirrel is here for his walnuts,"Very mysterious, uses a lot of analogies and metaphors in the song. Male rapper, talks a lot about animals/rodents in the song. The music sounds very eerie",0.5394
517bf045-71e3-4661-b,12,horrorcore rap with emo guitar and phaseshifting electronic bass. the squirrel is here for his walnuts,"Melodic Rap with eery background music, some almost like string music at te end",0.5117
517bf045-71e3-4661-b,23,horrorcore rap with emo guitar and phaseshifting electronic bass. the squirrel is here for his walnuts,This sounds like R&B made for a movie about a squirrel on the come-up/villain arc.,0.6252
517bf045-71e3-4661-b,41,horrorcore rap with emo guitar and phaseshifting electronic bass. the squirrel is here for his walnuts,ghostly or haunted sounds layered with almost halloween themed rap,0.5456
517bf045-71e3-4661-b,49,horrorcore rap with emo guitar and phaseshifting electronic bass. the squirrel is here for his walnuts,Echoing female voice in the background. Modified male rapping voice on top. Maybe intro to a rap song/pop song,0.3639
523ab434-2e54-4441-9,8,"A song about daily driving exotic cars, hip hop, trap","Slightly more modern hip hop song with heavy beat production and bass, however, the word play is much weaker compared to beat.",0.5044
523ab434-2e54-4441-9,16,"A song about daily driving exotic cars, hip hop, trap","has a trap beat over some jazzy relaxing piano, male rap/hip hop vocals playing over everything else",0.5128
523ab434-2e54-4441-9,30,"A song about daily driving exotic cars, hip hop, trap","String tremolo creates tension under a modal melody, the bass is pizzicato and rhythmic, the harmony avoids obvious cadences, and the ending resolves quietly with a held note decaying in reverb.",0.2137
523ab434-2e54-4441-9,32,"A song about daily driving exotic cars, hip hop, trap",rap music with a good backing track and lyrics about lambos. ,0.5425
523ab434-2e54-4441-9,49,"A song about daily driving exotic cars, hip hop, trap",Rap accompanied by a plethora of instruments (maybe synthesizable music made in a studio). Still rap but closer to modern day rap,0.378
53d73137-83c6-4e4f-a,4,"A song about humanity doomed to end, rock, classic rock, guitar solos, dark ambient, slow rock,",This music can be described as slow and very paced.,0.4427
53d73137-83c6-4e4f-a,12,"A song about humanity doomed to end, rock, classic rock, guitar solos, dark ambient, slow rock,","Like a sad rock song, almost like a 3 doors down kind of vibe",0.5765
53d73137-83c6-4e4f-a,29,"A song about humanity doomed to end, rock, classic rock, guitar solos, dark ambient, slow rock,","Sounds like a harmanized group singing, with the main person being a male. and someone is playing drums. Reminds me of slow rock or blues.",0.4926
53d73137-83c6-4e4f-a,32,"A song about humanity doomed to end, rock, classic rock, guitar solos, dark ambient, slow rock,","grunge rock style, very drawn out lyrics. reminds me of the beatles. ",0.5415
53d73137-83c6-4e4f-a,49,"A song about humanity doomed to end, rock, classic rock, guitar solos, dark ambient, slow rock,",nostalgic music. male voice singing about humanity and deep issues. ,0.5589
54f0f9eb-f14f-4d8d-b,8,"A song that will sooth my baby to sleep , blues, piano blues,",This is a quieter style of song with a focus on the singers abilities with minimal insturmental focus.,0.2821
54f0f9eb-f14f-4d8d-b,13,"A song that will sooth my baby to sleep , blues, piano blues,",A soothing calming song using a piano referencing a lullaby with a female singer in the background,0.576
54f0f9eb-f14f-4d8d-b,25,"A song that will sooth my baby to sleep , blues, piano blues,",very soothing lullaby could put me to sleep if I was a baby,0.6758
54f0f9eb-f14f-4d8d-b,38,"A song that will sooth my baby to sleep , blues, piano blues,",Soft piano and female voice singing over it make it sound like a Disney princess song or lullaby,0.4753
54f0f9eb-f14f-4d8d-b,49,"A song that will sooth my baby to sleep , blues, piano blues,",Female soothing voice aiming to relax its audience. I think I hear a baby in the beginning so maybe the female is trying to make the baby sleep by singing this,0.3187
55300023-5c40-490e-9,2,A big band song about how Eric Clancy is always right about AI,I hear like jazz music with a main female singing and male and female background vocals. ,0.2017
55300023-5c40-490e-9,16,A big band song about how Eric Clancy is always right about AI,"track opens with flairy dramatic horns/band and then a jazzy female voice carries with band calling back in between adlibs, light cymbals throughout, 50s-60s feel ",0.2845
55300023-5c40-490e-9,27,A big band song about how Eric Clancy is always right about AI,"Jazz and pop music reminiscent of ""The Great Gatsby"". The chorus that comes in at the end of each verse is particularly memorable. It’s upbeat, and it seems like a wide variety of instruments are used. ",0.2882
55300023-5c40-490e-9,34,A big band song about how Eric Clancy is always right about AI,A big band jazz sound with a prominent main singer voice accompanied by background vocals harmonizing. ,0.3467
55300023-5c40-490e-9,44,A big band song about how Eric Clancy is always right about AI,"This mimics the style of music that would play in social settings in the 1920’s, when the Harlem Renaissance took place and flapper fashion was used. This would be used in the film adaptation of the ‘’Great Gatsby,” especially in one of the party scenes shown. ",0.2092
5583d3b7-8692-4c18-8,1,A Broadway musical about a duck tolling retriever named “Stryker” and two ginger cats named Chezzy and Scholes,"This is a Disney Movie number, but it is specifically a Disney Movie number from the 90s or earlier when Disney was in its prime for music. Think Tarzan and Mulan sound tracks",0.3122
5583d3b7-8692-4c18-8,10,A Broadway musical about a duck tolling retriever named “Stryker” and two ginger cats named Chezzy and Scholes,"The music is describing an animal trio, and the song definitely sounds like it is in a musical or a kids TV show. The music is suspenseful, dramatic, and has piano instrumentals.",0.3915
5583d3b7-8692-4c18-8,16,A Broadway musical about a duck tolling retriever named “Stryker” and two ginger cats named Chezzy and Scholes,"track opens softly with strings, flute, and a musical voice, intensifies with piano and a band, becomes very theatrical",0.3412
5583d3b7-8692-4c18-8,23,A Broadway musical about a duck tolling retriever named “Stryker” and two ginger cats named Chezzy and Scholes,"This reminds something I would hear in a musical about dogs, maybe from like the Secret Life of Pets",0.5349
5583d3b7-8692-4c18-8,41,A Broadway musical about a duck tolling retriever named “Stryker” and two ginger cats named Chezzy and Scholes,An upbeat broadway musical introducing the main characters: cute dogs ,0.7291
5583d3b7-8692-4c18-8,43,A Broadway musical about a duck tolling retriever named “Stryker” and two ginger cats named Chezzy and Scholes,Sound like an orchestra kind of give me a feel of a cartoon song from way back in the 90s,0.339
56487772-7530-4ead-a,5,a song about losing my keys in the style of amy winehouse,This music can be described as slow lyrics but it has a slow background as well.,0.3618
56487772-7530-4ead-a,15,a song about losing my keys in the style of amy winehouse,"High pitched female vocals, slow-ish and steady pace, very mellow with drums. Her voice reaches high pitch.",0.3518
56487772-7530-4ead-a,26,a song about losing my keys in the style of amy winehouse,"Beautiful female voice that gives old time feeling, reminds me of radio music in between talking",0.4246
56487772-7530-4ead-a,35,a song about losing my keys in the style of amy winehouse,"Upbeat funk groove with punchy bassline, crisp hi-hat patterns, bright horn stabs, and playful call-and-response vocals driving a lively, danceable rhythm.",0.2089
56487772-7530-4ead-a,48,a song about losing my keys in the style of amy winehouse,"female soul singer, mello drums and origan and guitar, reminds me a southern music",0.3909
566f7399-846c-4579-a,1,A song about a tech consultancy called Red Badger. In the style of T bone walker,Great older RnB song. Would listen to in a jazz club if there was more trumpet. Piano running in the background,0.4236
566f7399-846c-4579-a,9,A song about a tech consultancy called Red Badger. In the style of T bone walker,Jazzy song sung by a man. Very romantic sounding and pleasant,0.3266
566f7399-846c-4579-a,18,A song about a tech consultancy called Red Badger. In the style of T bone walker,"Older sounding music similar to Elvis Presley, male singing voice.",0.4204
566f7399-846c-4579-a,24,A song about a tech consultancy called Red Badger. In the style of T bone walker,"This is an emotional soul song that is reminiscent of a previous era, the song gives a feeling of a movie set in an old bar in the 1950's.",0.3932
566f7399-846c-4579-a,40,A song about a tech consultancy called Red Badger. In the style of T bone walker,The song sounds like has been sung by someone in the countryside after a long day. It is a slow beat with intentional deep sounding lyrics.,0.3794
566f7399-846c-4579-a,47,A song about a tech consultancy called Red Badger. In the style of T bone walker,"Harpsichord baroque pattern with bowed cello lines, chamber classical ornate feeling.",0.175
56ea63b7-77b6-401b-a,10,Let it be a rap song about neymar the footballer,A british rapper who is rapping over very dramatic music. The music sounds like it would be used in a very dramatic roast rap battle on YouTube.,0.2796
56ea63b7-77b6-401b-a,16,Let it be a rap song about neymar the footballer,sounds like a rap with a trap beat and male british vocals,0.3323
56ea63b7-77b6-401b-a,31,Let it be a rap song about neymar the footballer,"A gritty UK rap track featuring a sharp British accent, heavy sliding basslines, and rapid-fire percussion",0.3188
56ea63b7-77b6-401b-a,37,Let it be a rap song about neymar the footballer,"It sounds a little flat. Rap/ this type of music should have emotion, but I can't feel it.",0.3212
56ea63b7-77b6-401b-a,44,Let it be a rap song about neymar the footballer,"This follow a UK rap style, similar to the style of the US. This uses various synth and techno beats, where a rapper begins to rap with a British accent. ",0.2622
583280dc-ce99-4a35-a,10,"synthwave, funk, upbeat, ambient, serene, 2019, saxaphone, synth,song about the beautiful wonders of life, female vocalist,","The audio has a lot of saxophone trills. The music is calming, and sounds like it could be from the 80s or 90s. ",0.5527
583280dc-ce99-4a35-a,14,"synthwave, funk, upbeat, ambient, serene, 2019, saxaphone, synth,song about the beautiful wonders of life, female vocalist,","e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",0.3848
583280dc-ce99-4a35-a,30,"synthwave, funk, upbeat, ambient, serene, 2019, saxaphone, synth,song about the beautiful wonders of life, female vocalist,","Choir like vocals stack in parallel fifths, the room tone is long and cathedral like, a bell patch marks phrase endings, and the piece maintains a static harmonic center with ornamental passing tones above it.",0.4601
583280dc-ce99-4a35-a,36,"synthwave, funk, upbeat, ambient, serene, 2019, saxaphone, synth,song about the beautiful wonders of life, female vocalist,","Pop music with electronic vibe with a distinct trumpet sound with a lead female artist, a loud and proud one",0.6189
583280dc-ce99-4a35-a,49,"synthwave, funk, upbeat, ambient, serene, 2019, saxaphone, synth,song about the beautiful wonders of life, female vocalist,",Old pop song sang by a female voice/multiple female voices. Use of saxophone in the back. Sounds like a famous song,0.4095
58339466-2de5-4409-b,2,"old school soul, deep soul, traditional black gospel, r&b/soul, motown, southern soul,",I hear beats like when someone uses one of those keyboard things to input sounds. A woman is singing over it and there is some backup vocals. She hits high notes.,0.1425
58339466-2de5-4409-b,21,"old school soul, deep soul, traditional black gospel, r&b/soul, motown, southern soul,","A 2000s pop song sung by a woman and backed by a chorus. It sounds like it features a famous male rapper. The drums are slow, but the singer has a very good voice.",0.0952
58339466-2de5-4409-b,27,"old school soul, deep soul, traditional black gospel, r&b/soul, motown, southern soul,",It's totally American pop. It's really romantic and sounds like something you'd hear in a women's clothing ad.,0.2366
58339466-2de5-4409-b,37,"old school soul, deep soul, traditional black gospel, r&b/soul, motown, southern soul,",This sounds like jazz esque music. Something you would here in a performance or before the starting performance.,0.2361
58339466-2de5-4409-b,47,"old school soul, deep soul, traditional black gospel, r&b/soul, motown, southern soul,","Brassy stabs over swung hats and funky bass line, retro 70s vibe. Sounded like TV credits from that era honestly.",0.1836
5d465d7f-d93d-47f3-9,1,a song about creating a computer vision algorithm in Bach and Beethoven style,"Classical ,elegant piano music. I can only imagine this is the style of music that piano composers wish to replicate",0.4586
5d465d7f-d93d-47f3-9,10,a song about creating a computer vision algorithm in Bach and Beethoven style,"Light, airy piano music. It reminds me of a musical piece that a student learning the piano would preform. There is also some stone/carriage sounding noise in the middle.",0.3907
5d465d7f-d93d-47f3-9,18,a song about creating a computer vision algorithm in Bach and Beethoven style,Happy and upbeat piano music. The keys feels like they are being quickly pressed. ,0.3643
5d465d7f-d93d-47f3-9,24,a song about creating a computer vision algorithm in Bach and Beethoven style,"Fast paced piano piece, like an excerpt of a classical piece, like being in a ballet. ",0.359
5d465d7f-d93d-47f3-9,39,a song about creating a computer vision algorithm in Bach and Beethoven style,Joyful tone with two people going on some journey exploring something new,0.345
5d465d7f-d93d-47f3-9,46,a song about creating a computer vision algorithm in Bach and Beethoven style,"upbeat piano in the beginning, no lyrics, veyr quick beats and tem some thumping. ",0.371
5de77170-9628-498c-8,5,"acoustic guitar, mandolin, piano, acoustic bass, percussion, bossa nova, female singer,",This music can be described as calm and a sad tune.,0.265
5de77170-9628-498c-8,12,"acoustic guitar, mandolin, piano, acoustic bass, percussion, bossa nova, female singer,",this song sounds like it'd be in a disney princess movie,0.1412
5de77170-9628-498c-8,25,"acoustic guitar, mandolin, piano, acoustic bass, percussion, bossa nova, female singer,","very melodic music, I envision myself in a jazz bar smoking a cigar",0.3354
5de77170-9628-498c-8,34,"acoustic guitar, mandolin, piano, acoustic bass, percussion, bossa nova, female singer,",A piano driven light jazz piece complemented with drums and two call and response singers. ,0.3962
5de77170-9628-498c-8,45,"acoustic guitar, mandolin, piano, acoustic bass, percussion, bossa nova, female singer,","Guy and girl singing, pretty. Sounds like it is being sung live at a small bar.",0.2435
5de9f530-88d9-44a5-9,9,"synthwave, funk, saxophone, upbeat, 2019, serene, catchy, ambient, about a summer party, female vocalist,",City pop like music that makes you want to dance. Sung by a female with sweet vocals.,0.5434
5de9f530-88d9-44a5-9,17,"synthwave, funk, saxophone, upbeat, 2019, serene, catchy, ambient, about a summer party, female vocalist,","A classic 1990s techno beat characterized by steady four-on-the-floor rhythms, repetitive synth patterns, and driving electronic basslines that create a raw, club-oriented energy.",0.474
5de9f530-88d9-44a5-9,22,"synthwave, funk, saxophone, upbeat, 2019, serene, catchy, ambient, about a summer party, female vocalist,","High pitch and synth beats repeated throughout
Woman following along with drum entrances
",0.4772
5de9f530-88d9-44a5-9,41,"synthwave, funk, saxophone, upbeat, 2019, serene, catchy, ambient, about a summer party, female vocalist,"," Everything is electrified, from the beats, instruments, and high-pitched/autotuned female singer, feels like space electric pop, similar to Grimes",0.5773
6045b0b6-6270-465c-9,11,"spaghetti western, Twang guitar,Dwayne Eddie, train sounds in background, Birds squawking, wind blo",nice musical snippet with a jazz instruments and a relaxing tone,0.4335
6045b0b6-6270-465c-9,19,"spaghetti western, Twang guitar,Dwayne Eddie, train sounds in background, Birds squawking, wind blo",I like this because it has really nice like violin and other instruments.,0.2031
6045b0b6-6270-465c-9,30,"spaghetti western, Twang guitar,Dwayne Eddie, train sounds in background, Birds squawking, wind blo",PLACEHOLDER DRAFT replace before final submit. Steady beat clear melody moderate dynamics balanced mix structured sections smooth ending distinct from other clips in this study.,0.3943
6045b0b6-6270-465c-9,38,"spaghetti western, Twang guitar,Dwayne Eddie, train sounds in background, Birds squawking, wind blo",Features a guitar that sounds almost Spanish. It feels like it would be used in a tango scene in a movie.,0.4189
6045b0b6-6270-465c-9,44,"spaghetti western, Twang guitar,Dwayne Eddie, train sounds in background, Birds squawking, wind blo",This uses a guitar and follow a more western style of music. This would be something used in a show where the setting takes place in the wild west and cowboys run free. ,0.5625
6067225b-504a-46e1-8,8,upbeat eurobeat song as heard in the anime Initial D,"Very up beat pop song, similar to a early 2010s classic pop song, major emphasis on technical production and loud vocals and intense beats.",0.483
6067225b-504a-46e1-8,14,upbeat eurobeat song as heard in the anime Initial D,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",0.2436
6067225b-504a-46e1-8,22,upbeat eurobeat song as heard in the anime Initial D,"Fast tempo with synth and drums, pairs well with a digital car with heatwave patterns",0.4064
6067225b-504a-46e1-8,37,upbeat eurobeat song as heard in the anime Initial D,There's no uniqueness to this music. It's all too predictable and basic. ,0.3253
61375a85-29d0-4b45-9,5,"A sci-fi epic movie theme about a space pirate named “Vilde”, synth-pop,",This music can be described as sort of rock and upbeat.,0.3462
61375a85-29d0-4b45-9,20,"A sci-fi epic movie theme about a space pirate named “Vilde”, synth-pop,","Catchy music similar to the band Journey, male band with heavy rock",0.3622
61375a85-29d0-4b45-9,30,"A sci-fi epic movie theme about a space pirate named “Vilde”, synth-pop,","Woodblock and hand percussion set up a two bar cell, a flute like lead outlines a narrow contour, bass motion is stepwise, and a brief ritard at the end leads into a soft final chord in the home key area.",0.2573
61375a85-29d0-4b45-9,32,"A sci-fi epic movie theme about a space pirate named “Vilde”, synth-pop,",twinkly music with industrial sounding backing track. voices are very 80s style.,0.4113
6184d460-21d8-4a0c-b,7,"A song by a boy band about his demons , pop rock,","Upbeat, early 2000s pop feeling song. Features a female voice, bass, kick drums, and voice layering.",0.4327
6184d460-21d8-4a0c-b,21,"A song by a boy band about his demons , pop rock,","A song for a pop group of girls in the 2010s. It has a catchy chorus, sung out loud by fans on their shows: all members of the group sing out loud in the chorus.",0.4428
6184d460-21d8-4a0c-b,29,"A song by a boy band about his demons , pop rock,",Sounds like pop music with a women singing and it has drums in the background.,0.3504
6184d460-21d8-4a0c-b,41,"A song by a boy band about his demons , pop rock,","Begins with EDM, then electric pop, then generic ""feel good"" girl-group pop of the 2010s or Disney Channel Movie songs ",0.4441
63da007b-14c8-431d-a,2,"a song about the depth of a grandparent's advice, heavy metal",There is a guy talk-screaming in another language. It seems like the punk music with electric guitar.,0.3089
63da007b-14c8-431d-a,17,"a song about the depth of a grandparent's advice, heavy metal","A genre of music characterized by strong guitar-driven instrumentation, steady drum rhythms, and powerful vocals, often delivering high energy and emotional intensity.",0.2249
63da007b-14c8-431d-a,22,"a song about the depth of a grandparent's advice, heavy metal","Gradually increasing vocal amplitude, layered voices, guitars, high energy and in a foreign language.",0.2442
63da007b-14c8-431d-a,36,"a song about the depth of a grandparent's advice, heavy metal",This is an aggressive rock song with a heavy metal vibe and a lead singer singing gleefully but aggresively ,0.4737
63da007b-14c8-431d-a,46,"a song about the depth of a grandparent's advice, heavy metal","latin music?, heavy metal/punch rock music vibes, strong drums and electric guitar. ",0.2442
65239b62-1cec-4b3a-9,0,"A song about money, women, rockstar lifestyle, in the style of Playboi Carti","soulless rap, youre not listening to it to get anything from the world but to just have a nice sound in your ear, the voice is monotone enough to where youre not paying too much attention to it so you can listen to someone elses conversation",0.3435
65239b62-1cec-4b3a-9,4,"A song about money, women, rockstar lifestyle, in the style of Playboi Carti",This music has a jazzy feeling that is very interesting yet it is slow.,0.4111
65239b62-1cec-4b3a-9,15,"A song about money, women, rockstar lifestyle, in the style of Playboi Carti","Mid-paced rapping, minimal background instrumental, but there is a steady rhythym.",0.4364
65239b62-1cec-4b3a-9,22,"A song about money, women, rockstar lifestyle, in the style of Playboi Carti",Repeated hihats and echoey vocals. The artist is boasting throughout the song. ,0.4776
65239b62-1cec-4b3a-9,40,"A song about money, women, rockstar lifestyle, in the style of Playboi Carti",The intro sounds like a hiphop intro with a ringing like beat behind the lyrics.,0.3847
652ed6ff-5366-4dea-9,0,"528hz healing frequency enlightenment awakening, sunrise, new age, meditative, house/pop,","this is specially in a river. not the forest ground or the ocean but a cold river, youre staring off into the abyss watching the water flow as youre contemplating everything. Very etheral vibe to it
",0.2113
652ed6ff-5366-4dea-9,6,"528hz healing frequency enlightenment awakening, sunrise, new age, meditative, house/pop,","There is a woman singing a very peaceful/graceful melody. She has a high-pitched voice, and it is matched with violins and some sort of percussion that makes it almost feel underwater.",0.2134
652ed6ff-5366-4dea-9,14,"528hz healing frequency enlightenment awakening, sunrise, new age, meditative, house/pop,","e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",0.2157
652ed6ff-5366-4dea-9,28,"528hz healing frequency enlightenment awakening, sunrise, new age, meditative, house/pop,","Ethereal sounding soft beat with female english singer. Somber tone, medium to fast pacing.",0.3096
652ed6ff-5366-4dea-9,36,"528hz healing frequency enlightenment awakening, sunrise, new age, meditative, house/pop,",This is a heartbreak song vibe with a female lead singer singing gently. Very calm song,0.2093
652ed6ff-5366-4dea-9,49,"528hz healing frequency enlightenment awakening, sunrise, new age, meditative, house/pop,",Female voice sounding like an angel. It sounds like that instrument in churches is playing in the back. Peaceful,0.3317
6cff0016-0d2e-4199-9,6,"acoustic guitar, acoustic rock, male vocalists, blues rock, fingerstyle, singer-songwriter, folk-pop, electric guitar, pop rock, classic rock, contemporary pop/rock,",This seems like an older song that my Grandpa would sing. This is a country song. You can hear the moroccos in the back and the guitar. Seems like a song from Mexico. There is an older man singing.,0.1989
